# Column,Old name(s),Category,Definition,Not used?,In kitten?
Q_DEMDEG_TYCHO2,q_DEmdeg_TYCHO2,FLAG,Goodness of fit for mean declination in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
Q_PMRA_TYCHO2,q_pmRA_TYCHO2,FLAG,Goodness of fit for proper motion in right ascensions direction in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
Q_PMDE_TYCHO2,q_pmDE_TYCHO2,FLAG,Goodness of fit for proper motion in declination direction in Tycho-2. This goodness of fit is the ratio of the scatter-based and the model-based error. It is only defined when NUM_TYCHO2 > 2. Values exceeding 9.9 are truncated to 9.9.,1,0
BTMAG_TYCHO2,BTmag_TYCHO2,PHOT,Tycho-2 BT magnitude from Tycho-2,0,0
ERROR_BTMAG_TYCHO2,e_BTmag_TYCHO2,PHOT,Uncertainty in Tycho-2 BT magnitude from Tycho-2,0,0
VTMAG_TYCHO2,VTmag_TYCHO2,PHOT,Tycho-2 VT magnitude from Tycho-2,0,0
ERROR_VTMAG_TYCHO2,e_VTmag_TYCHO2,PHOT,Uncertainty in Tycho-2 VT magnitude from Tycho-2,0,0
PROX_TYCHO2,prox_TYCHO2,FLAG,Proximity indicator in Tycho-2. Distance in units of 100 mas to the nearest entry in the Tycho-2 main catalogue or supplement. The distance is computed for the epoch 1991.25. A value of 999 (i.e. 99.9 arcsec) is given if the distance exceeds 99.9 arcsec.,1,0
TYC_TYCHO2,TYC_TYCHO2,FLAG,"Tycho-1 star identifier flag. '' = no Tycho-1 star was found within 0.8 arcsec (quality 1-8) or 2.4 arcsec (quality 9). 'T' = this is a Tycho-1 star. The Tycho-1 identifier is given in the beginning of the record. For Tycho-1 stars, resolved in Tycho-2 as a close pair, both components are flagged as a Tycho-1 star and the Tycho-1 TYC3 is assigned to the brightest (VT) component. The HIP-only stars given in Tycho-1 are not flagged as Tycho-1 stars.",1,0
CCDM_TYCHO2,CCDM_TYCHO2,METAOBS,"CCDM component identifier for HIP stars in Tycho-2. The CCDM component identifiers for double or multiple Hipparcos stars contributing to this Tycho-2 entry. For photocentre solutions, all components within 0.8 arcsec contribute. For double star solutions any unresolved component within 0.8 arcsec contributes. For single star solutions, the predicted signal from close stars were normally subtracted in the analysis of the photon counts and such stars therefore do not contribute to the solution. The components are given in lexical order.",0,0
RA_ICRS_TYCHO2,RA(ICRS)_TYCHO2,COORD,Observed right ascension in degrees in ICRS from Tycho-2,0,0
EPRA_1990_TYCHO2,EpRA-1990_TYCHO2,COORD,Epoch subtracted 1990 of RA_ICRS_TYCHO2 in yr from Tycho-2,1,0
EPDE_1990_TYCHO2,EpDE-1990_TYCHO2,COORD,Epoch subtracted 1990 of DE_ICRS_TYCHO2 in yr from Tycho-2,1,0
ERROR_RA_ICRS_TYCHO2,e_RAdeg_TYCHO2,COORD,Uncertainty in observed right ascension in degrees in Tycho-2,0,0
ERROR_DE_ICRS_TYCHO2,e_DEdeg_TYCHO2,COORD,Uncertainty in declination in ICRS from Tycho-2,0,0
POSFLG_TYCHO2,posflg_TYCHO2,FLAG,"Type of Tycho-2 solution. ' ' = normal treatment, close stars were subtracted when possible. 'D' = double star treatment. Two stars were found. The companion is normally included as a separate Tycho-2 entry, but may have been rejected. 'P' = photocentre treatment, close stars were not subtracted. This special treatment was applied to known or suspected doubles which were not successfully (or reliably) resolved in the Tycho-2 double star processing.",1,0
CORR_TYCHO2,corr_TYCHO2,COORD,Correlation between right ascension and declination in Tycho-2,0,0
ANGULAR_DISTANCE_GAIA,dist_GAIA,COORD,Distance between found Gaia source and TMASS match in arcsec,0,0
CNAME_ID_GAIAESO,CNAME_GAIAESO,ID,GES object name from coordinates from Gaia-ESO,0,0
GES_FIELD_GAIAESO,GES_FLD_GAIAESO,METAOBS,GES field name from Gaia-ESO,1,0
OBJECT_GAIAESO,OBJECT_GAIAESO,METAOBS,GES object name from OB from Gaia-ESO,0,0
GES_TYPE_GAIAESO,GES_TYPE_GAIAESO,METAOBS,GES Classification System of Target Programmes from Gaia-ESO,0,0
SETUP_GAIAESO,SETUP_GAIAESO,METAOBS,"Grating setups used for analysis (for stellar parameters). Specifically, the grating setup of the originating spectrum/spectra from which the stellar atmospheric parameters were derived. May be NULL if no stellar parameters are provided. HR10|HR21 denotes parameters were derived from a joint analysis in the GIRAFFE setups HR10 and HR21.",1,0
RA_GAIAESO,RA_GAIAESO,COORD,Object Right Ascension in degrees originating from 2MASS extracted from Gaia-ESO,0,0
DEC_GAIAESO,DECLINATION_GAIAESO,COORD,Object declination originating in degrees from 2MASS extracted from Gaia-ESO,0,0
LOS_VELOCITY_GAIAESO,VRAD_GAIAESO,CHEM,Radial velocity in km/s from Gaia-ESO,0,0
ERROR_LOS_VELOCITY_GAIAESO,E_VRAD_GAIAESO,CHEM,Uncertainty in radial velocity in km/s from Gaia-ESO,0,0
TEFF_GAIAESO,TEFF_GAIAESO,CHEM,Effective temperature in kelvin from Gaia-ESO,0,0
ERROR_TEFF_GAIAESO,E_TEFF_GAIAESO,CHEM,Uncertainty in effective temperature in kelvin from Gaia-ESO,0,0
LOGG_GAIAESO,LOGG_GAIAESO,PHYS,Surface gravity in log(cms^-2) from Gaia-ESO,0,0
ERROR_LOGG_GAIAESO,E_LOGG_GAIAESO,PHYS,Uncertainty in surface gravity in log(cms^-2) from Gaia-ESO,0,0
FE_H_GAIAESO,FEH_GAIAESO,CHEM,Metallicity from Gaia-ESO,0,0
ERROR_FE_H_GAIAESO,E_FEH_GAIAESO,CHEM,Uncertainty in metallicity from Gaia-ESO,0,0
MICROTURBULENCE_GAIAESO,XI_GAIAESO,CHEM,Microturbulence in km/s from Gaia-ESO,0,0
ERROR_MICROTURBULENCE_GAIAESO,E_XI_GAIAESO,CHEM,Uncertainty in microturbulence in km/s from Gaia-ESO,0,0
EW_LI_GAIAESO,EW_LI_GAIAESO,CHEM,Li(6708A) equivalent width in mÅ from Gaia-ESO,1,0
FLAG_EW_LI_GAIAESO,LIM_EW_LI_GAIAESO,FLAG,"Flag on EW_LI (0=detection, 1=upper limit; NULL=-1) from Gaia-ESO",1,0
ERROR_EW_LI_GAIAESO,E_EW_LI_GAIAESO,CHEM,Uncertainty in Li(6708A) equivalent width in mÅ from Gaia-ESO,1,0
EW_LI_BLENDCORRECT_GAIAESO,EWC_LI_GAIAESO,CHEM,Blend-corrected Li(6708A) equivalent width in mÅ from Gaia-ESO,1,0
FLAG_EWC_LI_BLENDCORRECT_GAIAESO,LIM_EWC_LI_GAIAESO,FLAG,"Flag on EWC_LI (0=detection, 1=upper limit) from Gaia-ESO",1,0
ERROR_EWC_LI_BLENDCORRECT_GAIAESO,E_EWC_LI_GAIAESO,CHEM,Uncertainty in blend-corrected Li(6708A) equivalent width in mÅ from Gaia-ESO,1,0
EW_HALPHA_ACC_GAIAESO,EW_HA_ACC_GAIAESO,CHEM,H_alpha equivalent width in mÅ from Gaia-ESO,1,0
ERROR_EW_HALPHA_ACC_GAIAESO,E_EW_HA_ACC_GAIAESO,CHEM,Uncertainty in H_alpha equivalent width in Å from Gaia-ESO,1,0
HALPHA10_GAIAESO,HA10_GAIAESO,CHEM,H_alpha equivalent width in Å at 10 % of peak from Gaia-ESO,1,0
ERROR_HALPHA10_GAIAESO,E_HA10_GAIAESO,CHEM,Uncertainty in H_alpha equivalent width in Å at 10 % of peak from Gaia-ESO,1,0
GAMMA_GAIAESO,GAMMA_GAIAESO,CHEM,Gravity sensitive spectral index from Gaia-ESO,1,0
ERROR_GAMMA_GAIAESO,E_GAMMA_GAIAESO,CHEM,Uncertainty in gravity sensitive spectral index from Gaia-ESO,1,0
PECULI_FLAG_GAIAESO,PECULI_GAIAESO,FLAG,Peculiarity Flag(s): WG14 Dict.1000-2999 (see Table 3) from Gaia-ESO,1,0
REMARK_FLAG_GAIAESO,REMARK_GAIAESO,FLAG,Spec. Class. Flags(s): WG14 Dict.3000-8999 (see Table 3) from Gaia-ESO,1,0
TECH_FLAG_GAIAESO,TECH_GAIAESO,FLAG,Technical Flag(s): WG14 Dict.9000-15000 (see Table 3) from Gaia-ESO,1,0
LI1_GAIAESO,LI1_GAIAESO,CHEM,Neutral Lithium abundance from Gaia-ESO,0,0
FLAG_LI1_GAIAESO,LIM_LI1_GAIAESO,FLAG,"Flag on LI1 (0=detection, 1=upper limit) from Gaia-ESO",0,0
ERROR_LI1_GAIAESO,E_LI1_GAIAESO,CHEM,Uncertainty in neutral Lithium abundance from Gaia-ESO,0,0
C1_GAIAESO,C1_GAIAESO,CHEM,Neutral Carbon abundance from Gaia-ESO,0,0
ERROR_C1_GAIAESO,E_C1_GAIAESO,CHEM,Uncertainty in neutral Carbon abundance from Gaia-ESO,0,0
N_CN_GAIAESO,N_CN_GAIAESO,CHEM,Nitrogen Abundance from CN Molecular Bands from Gaia-ESO,0,0
ERROR_N_CN_GAIAESO,E_N_CN_GAIAESO,CHEM,Uncertainty in Nitrogen Abundance from CN Molecular Bands from Gaia-ESO,0,0
O1_GAIAESO,O1_GAIAESO,CHEM,Neutral Oxygen abundance from Gaia-ESO,0,0
ERROR_O1_GAIAESO,E_O1_GAIAESO,CHEM,Uncertainty in neutral Oxygen abundance from Gaia-ESO,0,0
NA1_GAIAESO,NA1_GAIAESO,CHEM,Neutral Sodium abundance from Gaia-ESO,0,0
ERROR_NA1_GAIAESO,E_NA1_GAIAESO,CHEM,Uncertainty in neutral Sodium abundance from Gaia-ESO,0,0
MG1_GAIAESO,MG1_GAIAESO,CHEM,Neutral Magnesium abundance from Gaia-ESO,0,0
ERROR_MG1_GAIAESO,E_MG1_GAIAESO,CHEM,Uncertainty in neutral Magnesium abundance from Gaia-ESO,0,0
AL1_GAIAESO,AL1_GAIAESO,CHEM,Neutral Aluminium abundance from Gaia-ESO,0,0
ERROR_AL1_GAIAESO,E_AL1_GAIAESO,CHEM,Uncertainty in neutral Aluminium abundance from Gaia-ESO,0,0
S1_GAIAESO,S1_GAIAESO,CHEM,Neutral Sulfur abundance from Gaia-ESO,0,0
ERROR_S1_GAIAESO,E_S1_GAIAESO,CHEM,Uncertainty in neutral Sulfur abundance from Gaia-ESO,0,0
CA1_GAIAESO,CA1_GAIAESO,CHEM,Neutral Calcium abundance from Gaia-ESO,0,0
ERROR_CA1_GAIAESO,E_CA1_GAIAESO,CHEM,Uncertainty in neutral Calcium abundance from Gaia-ESO,0,0
SC2_GAIAESO,SC2_GAIAESO,CHEM,Ionised Scandium abundance from Gaia-ESO,0,0
ERROR_SC2_GAIAESO,E_SC2_GAIAESO,CHEM,Uncertainty in ionised Scandium abundance from Gaia-ESO,0,0
TI1_GAIAESO,TI1_GAIAESO,CHEM,Neutral Titanium abundance from Gaia-ESO,0,0
ERROR_TI1_GAIAESO,E_TI1_GAIAESO,CHEM,Uncertainty in neutral Titanium abundance from Gaia-ESO,0,0
TI2_GAIAESO,TI2_GAIAESO,CHEM,Ionised Titanium abundance from Gaia-ESO,0,0
ERROR_TI2_GAIAESO,E_TI2_GAIAESO,CHEM,Uncertainty in ionised Titanium abundance from Gaia-ESO,0,0
V1_GAIAESO,V1_GAIAESO,CHEM,Neutral Vanadium abundance from Gaia-ESO,0,0
ERROR_V1_GAIAESO,E_V1_GAIAESO,CHEM,Uncertainty in neutral Vanadium abundance from Gaia-ESO,0,0
CR1_GAIAESO,CR1_GAIAESO,CHEM,Neutral Chromium abundance from Gaia-ESO,0,0
ERROR_CR1_GAIAESO,E_CR1_GAIAESO,CHEM,Uncertainty in neutral Chromium abundance from Gaia-ESO,0,0
CO1_GAIAESO,CO1_GAIAESO,CHEM,Neutral Cobalt abundance from Gaia-ESO,0,0
ERROR_CO1_GAIAESO,E_CO1_GAIAESO,CHEM,Uncertainty in neutral Cobalt abundance from Gaia-ESO,0,0
NI1_GAIAESO,NI1_GAIAESO,CHEM,Neutral Nickel abundance in Gaia-ESO,0,0
ERROR_NI1_GAIAESO,E_NI1_GAIAESO,CHEM,Uncertainty in neutral Nickel abundance in Gaia-ESO,0,0
ZN1_GAIAESO,ZN1_GAIAESO,CHEM,Neutral Zinc abundance in Gaia-ESO,0,0
ERROR_ZN1_GAIAESO,E_ZN1_GAIAESO,CHEM,Uncertainty in neutral Zinc abundance in Gaia-ESO,0,0
Y2_GAIAESO,Y2_GAIAESO,CHEM,Ionised Yttrium abundance in Gaia-ESO,0,0
ERROR_Y2_GAIAESO,E_Y2_GAIAESO,CHEM,Uncertainty in ionised Yttrium abundance in Gaia-ESO,0,0
ZR2_GAIAESO,ZR2_GAIAESO,CHEM,Ionised Zirconium abundance in Gaia-ESO,0,0
ERROR_ZR2_GAIAESO,E_ZR2_GAIAESO,CHEM,Uncertainty in ionised Zirconium abundance in Gaia-ESO,0,0
BA2_GAIAESO,BA2_GAIAESO,CHEM,Ionised Barium abundance in Gaia-ESO,0,0
ERROR_BA2_GAIAESO,E_BA2_GAIAESO,CHEM,Uncertainty in ionised Barium abundance in Gaia-ESO,0,0
LA2_GAIAESO,LA2_GAIAESO,CHEM,Ionised Lanthanium abundance in Gaia-ESO,0,0
ERROR_LA2_GAIAESO,E_LA2_GAIAESO,CHEM,Uncertainty in ionised Lanthanium abundance in Gaia-ESO,0,0
CE2_GAIAESO,CE2_GAIAESO,CHEM,Ionised Cerium abundance in Gaia-ESO,0,0
ERROR_CE2_GAIAESO,E_CE2_GAIAESO,CHEM,Uncertainty in ionised Cerium abundance in Gaia-ESO,0,0
ND2_GAIAESO,ND2_GAIAESO,CHEM,Ionised Neodymium abundance in Gaia-ESO,0,0
ERROR_ND2_GAIAESO,E_ND2_GAIAESO,CHEM,Uncertainty in ionised Neodymium abundance in Gaia-ESO,0,0
EU2_GAIAESO,EU2_GAIAESO,CHEM,Ionised Europium abundance in Gaia-ESO,0,0
ERROR_EU2_GAIAESO,E_EU2_GAIAESO,CHEM,Uncertainty in ionised Europium abundance in Gaia-ESO,0,0
J_VISTA_GAIAESO,J_VISTA_GAIAESO,PHOT,J Band 4th aperture magnitude of VHS extracted from Gaia-ESO,0,0
ERROR_J_VISTA_GAIAESO,J_VISTA_ERR_GAIAESO,PHOT,J Band 4th aperture magnitude error of VHS extracted from Gaia-ESO,0,0
H_VISTA_GAIAESO,H_VISTA_GAIAESO,PHOT,H Band 4th aperture magnitude of VHS extracted from Gaia-ESO,0,0
ERROR_H_VISTA_GAIAESO,H_VISTA_ERR_GAIAESO,PHOT,H Band 4th aperture magnitude error of VHS extracted from Gaia-ESO,0,0
K_VISTA_GAIAESO,K_VISTA_GAIAESO,PHOT,K Band 4th aperture magnitude of VHS extracted from Gaia-ESO,0,0
ERROR_K_VISTA_GAIAESO,K_VISTA_ERR_GAIAESO,PHOT,K Band 4th aperture magnitude error of VHS extracted from Gaia-ESO,0,0
ANGDIST_VISTA_GAIAESO,DIST_VISTA_GAIAESO,COORD,Distance to VHS co-ordinate match in arcseconds from Gaia-ESO,0,0
JMAG_TMASS_GAIAESO,J_2MASS_GAIAESO,PHOT,J band magnitude of 2MASS extracted from Gaia-ESO,0,0
ERROR_JMAG_TMASS_GAIAESO,J_2MASS_ERR_GAIAESO,PHOT,Uncertainty in J band magnitude of 2MASS extracted from Gaia-ESO,0,0
HMAG_TMASS_GAIAESO,H_2MASS_GAIAESO,PHOT,H band magnitude of 2MASS extracted from Gaia-ESO,0,0
ERROR_HMAG_TMASS_GAIAESO,H_2MASS_ERR_GAIAESO,PHOT,Uncertainty in H band magnitude of 2MASS extracted from Gaia-ESO,0,0
KMAG_TMASS_GAIAESO,K_2MASS_GAIAESO,PHOT,K band magnitude of 2MASS extracted from Gaia-ESO,0,0
ERROR_KMAG_TMASS_GAIAESO,K_2MASS_ERR_GAIAESO,PHOT,Uncertainty in K band magnitude of 2MASS extracted from Gaia-ESO,0,0
ANGDIST_TMASS_GAIAESO,DIST_2MASS_GAIAESO,COORD,Distance to 2MASS co-ordinate match in arcseconds from Gaia-ESO,0,0
UMAG_GAIAESO,UMAG_GAIAESO,PHOT,U Band magnitude from Cluster photometry compilation extracted from Gaia-ESO,0,0
BMAG_GAIAESO,BMAG_GAIAESO,PHOT,B Band magnitude from Cluster photometry compilation extracted from Gaia-ESO,0,0
VMAG_GAIAESO,VMAG_GAIAESO,PHOT,V Band magnitude from Cluster photometry compilation extracted from Gaia-ESO,0,0
RMAG_GAIAESO,RMAG_GAIAESO,PHOT,R Band magnitude from Cluster photometry compilation extracted from Gaia-ESO,0,0
IMAG_GAIAESO,IMAG_GAIAESO,PHOT,I Band magnitude from Cluster photometry compilation extracted from Gaia-ESO,0,0
OBJECT_ID_SKYMAPPER,object_id_SKYMAPPER,ID,Global unique object ID in SkyMapper,0,0
RA_J2000_SKYMAPPER,raj2000_SKYMAPPER,COORD,Mean ICRS right ascension of the object in degrees in SkyMapper,0,0
DEC_J2000_SKYMAPPER,dej2000_SKYMAPPER,COORD,Mean ICRS Declination of the object in degrees in Skymapper,0,0
ERROR_RAJ2000_SKYMAPPER,e_raj2000_SKYMAPPER,COORD,Uncertainty in mean ICRS right ascension of the object from SkyMapper,0,0
ERROR_DEJ2000_SKYMAPPER,e_dej2000_SKYMAPPER,COORD,Uncertainty in mean declination in milliarcseconds in SkyMapper,0,0
SMSS_J_SKYMAPPER,smss_j_SKYMAPPER,ID,"SkyMapper Southern Survey designation of the form SMSS Jhhmmss.ss+/-ddmmss.s, derived from mean ICRS coordinates",0,0
MEAN_EPOCH_SKYMAPPER,mean_epoch_SKYMAPPER,COORD,Mean MJD epoch of the observations from SkyMapper,0,0
RMS_EPOCH_SKYMAPPER,rms_epoch_SKYMAPPER,COORD,RMS variation around the mean epoch in days in SkyMapper,0,0
GLON_SKYMAPPER,glon_SKYMAPPER,COORD,Galactic longitude derived from ICRS coordinates in degrees from SkyMapper. Not to be used as primary astrometric reference.,1,0
GLAT_SKYMAPPER,glat_SKYMAPPER,COORD,Galactic latitude derived from ICRS coordinates in degrees from SkyMapper. Not to be used as primary astrometric reference.,1,0
FLAGS_SKYMAPPER,flags_SKYMAPPER,FLAG,Bitwise OR of Source Extractor flags across all observations from SkyMapper,0,0
NIMAFLAGS_SKYMAPPER,nimaflags_SKYMAPPER,FLAG,"Total number of flagged pixels from bad, saturated, and crosstalk pixel masks across all observations in SkyMapper",1,0
NGOOD_SKYMAPPER,ngood_SKYMAPPER,METAOBS,Number of observations used across all filters in SkyMapper,0,0
NGOOD_MIN_SKYMAPPER,ngood_min_SKYMAPPER,METAOBS,Minimum number of observations used in any filter (excluding filters with 0 observations) in SkyMapper,1,0
NCH_MAX_SKYMAPPER,nch_max_SKYMAPPER,METAOBS,Maximum number of child sources combined into this global object_id in any filter in SkyMapper,1,0
U_FLAGS_SKYMAPPER,u_flags_SKYMAPPER,FLAG,Bitwise OR of Source Extractor flags from u-band measurements in photometry table from SkyMapper,0,0
U_NIMAFLAGS_SKYMAPPER,u_nimaflags_SKYMAPPER,METAOBS,"Number of flagged pixels from bad, saturated, and crosstalk pixel masks from u-band measurements in photometry table in SkyMapper",1,0
U_NGOOD_SKYMAPPER,u_ngood_SKYMAPPER,METAOBS,Number of u-band observations used in SkyMapper,0,0
U_NCH_SKYMAPPER,u_nch_SKYMAPPER,METAOBS,Number of u-band child sources combined into this object_id in SkyMapper,0,0
U_NVISIT_SKYMAPPER,u_nvisit_SKYMAPPER,METAOBS,Number of u-band observations for which the mean RA/Dec position fell on a CCD in SkyMapper,1,0
V_FLAGS_SKYMAPPER,v_flags_SKYMAPPER,METAOBS,Bitwise OR of Source Extractor flags from v-band measurements in photometry table in SkyMapper,0,0
V_NIMAFLAGS_SKYMAPPER,v_nimaflags_SKYMAPPER,METAOBS,"Number of flagged pixels from bad, saturated, and crosstalk pixel masks from v-band measurements in photometry table in SkyMapper",1,0
V_NGOOD_SKYMAPPER,v_ngood_SKYMAPPER,METAOBS,Number of v-band observations used in SkyMapper,1,0
V_NCH_SKYMAPPER,v_nch_SKYMAPPER,METAOBS,Number of v-band child sources combined into this object_id in SkyMapper,1,0
V_NVISIT_SKYMAPPER,v_nvisit_SKYMAPPER,METAOBS,Number of v-band observations for which the mean RA/Dec position fell on a CCD in SkyMapper,1,0
G_FLAGS_SKYMAPPER,g_flags_SKYMAPPER,FLAG,Bitwise OR of Source Extractor flags from g-band measurements in photometry table from SkyMapper,0,0
G_NIMAFLAGS_SKYMAPPER,g_nimaflags_SKYMAPPER,FLAG,"Number of flagged pixels from bad, saturated, and crosstalk pixel masks from g-band measurements in photometry table in SkyMapper",1,0
G_NGOOD_SKYMAPPER,g_ngood_SKYMAPPER,METAOBS,Number of g-band observations used in SkyMapper,1,0
G_NCH_SKYMAPPER,g_nch_SKYMAPPER,METAOBS,Number of g-band child sources combined into this object_id from SkyMapper,1,0
G_NVISIT_SKYMAPPER,g_nvisit_SKYMAPPER,METAOBS,Number of g-band observations for which the mean RA/Dec position fell on a CCD from SkyMapper,1,0
R_FLAGS_SKYMAPPER,r_flags_SKYMAPPER,FLAG,Bitwise OR of Source Extractor flags from r-band measurements in photometry table in SkyMapper,0,0
R_NIMAFLAGS_SKYMAPPER,r_nimaflags_SKYMAPPER,METAOBS,"Number of flagged pixels from bad, saturated, and crosstalk pixel masks from r-band measurements in photometry table in SkyMapper",1,0
R_NGOOD_SKYMAPPER,r_ngood_SKYMAPPER,METAOBS,Number of r-band observations used in SkyMapper,1,0
R_NCH_SKYMAPPER,r_nch_SKYMAPPER,METAOBS,Number of r-band child sources combined into this object_id in SkyMapper,1,0
R_NVISIT_SKYMAPPER,r_nvisit_SKYMAPPER,METAOBS,Number of r-band observations for which the mean RA/Dec position fell on a CCD in SkyMapper,1,0
I_FLAGS_SKYMAPPER,i_flags_SKYMAPPER,FLAG,Bitwise OR of Source Extractor flags from i-band measurements in photometry table from SkyMapper,0,0
I_NIMAFLAGS_SKYMAPPER,i_nimaflags_SKYMAPPER,FLAG,"Number of flagged pixels from bad, saturated, and crosstalk pixel masks from i-band measurements in photometry table in SkyMapper",1,0
I_NGOOD_SKYMAPPER,i_ngood_SKYMAPPER,METAOBS,Number of i-band observations used in SkyMapper,1,0
I_NCH_SKYMAPPER,i_nch_SKYMAPPER,METAOBS,Number of i-band child sources combined into this object_id in SkyMapper,1,0
I_NVISIT_SKYMAPPER,i_nvisit_SKYMAPPER,METAOBS,Number of i-band observations for which the mean RA/Dec position fell on a CCD in SkyMapper,1,0
Z_FLAGS_SKYMAPPER,z_flags_SKYMAPPER,METAOBS,Bitwise OR of Source Extractor flags from z-band measurements in photometry table in SkyMapper,1,0
Z_NIMAFLAGS_SKYMAPPER,z_nimaflags_SKYMAPPER,METAOBS,"Number of flagged pixels from bad, saturated, and crosstalk pixel masks from z-band measurements in photometry table in SkyMapper",1,0
Z_NGOOD_SKYMAPPER,z_ngood_SKYMAPPER,METAOBS,Number of z-band observations used in SkyMapper,1,0
Z_NCH_SKYMAPPER,z_nch_SKYMAPPER,METAOBS,Number of z-band child sources combined into this object_id in SkyMapper,1,0
Z_NVISIT_SKYMAPPER,z_nvisit_SKYMAPPER,METAOBS,Number of z-band observations for which the mean RA/Dec position fell on a CCD in SkyMapper,1,0
CLASS_STAR_SKYMAPPER,class_star_SKYMAPPER,METAOBS,Maximum stellarity index from photometry table (between 0=no star and 1=star) in SkyMapper,1,0
RADIUS_PETRO_SKYMAPPER,radius_petro_SKYMAPPER,METAOBS,Mean r-band Petrosian radius in SkyMapper,0,0
A_SKYMAPPER,a_SKYMAPPER,COORD,Mean r-band semi-major axis length in SkyMapper,1,0
ERROR_A_SKYMAPPER,e_a_SKYMAPPER,COORD,Uncertainty in mean r-band semi-major axis length in SkyMapper,1,0
B_SKYMAPPER,b_SKYMAPPER,COORD,Mean r-band semi-minor axis length in SkyMapper,1,0
ERROR_B_SKYMAPPER,e_b_SKYMAPPER,COORD,Uncertainty in mean r-band semi-minor axis length in SkyMapper,1,0
PA_SKYMAPPER,pa_SKYMAPPER,METAOBS,"Mean r-band position angle (E of N, -90..+90 deg) in degrees in SkyMapper",0,0
ERROR_PA_SKYMAPPER,e_pa_SKYMAPPER,METAOBS,"Uncertainty in r-band position angle (E of N, -90..+90 deg) from SkyMapper",0,0
U_PSF_SKYMAPPER,u_psf_SKYMAPPER,PHOT,Mean u-band PSF magnitude in SkyMapper,0,0
ERROR_U_PSF_SKYMAPPER,e_u_psf_SKYMAPPER,PHOT,Uncertainty in u band PSF magnitude from SkyMapper,0,0
U_PETRO_SKYMAPPER,u_petro_SKYMAPPER,PHOT,Mean u-band Petrosian magnitude	in SkyMapper,0,0
ERROR_U_PETRO_SKYMAPPER,e_u_petro_SKYMAPPER,PHOT,Uncertainty in u band Petrosian magnitude from SkyMapper,0,0
V_PSF_SKYMAPPER,v_psf_SKYMAPPER,PHOT,Mean v-band PSF magnitude from SkyMapper,0,0
ERROR_V_PSF_SKYMAPPER,e_v_psf_SKYMAPPER,PHOT,Uncertainty in v band PSF magnitude from SkyMapper,0,0
V_PETRO_SKYMAPPER,v_petro_SKYMAPPER,PHOT,Mean v-band Petrosian magnitude from SkyMapper,0,0
ERROR_V_PETRO_SKYMAPPER,e_v_petro_SKYMAPPER,PHOT,Uncertainty in v band Petrosian magnitude from SkyMapper,0,0
G_PSF_SKYMAPPER,g_psf_SKYMAPPER,PHOT,Mean g-band PSF magnitude	from SkyMapper,0,0
ERROR_G_PSF_SKYMAPPER,e_g_psf_SKYMAPPER,PHOT,Uncertainty in g band PSF magnitude from SkyMapper,0,0
G_PETRO_SKYMAPPER,g_petro_SKYMAPPER,PHOT,Mean g-band Petrosian magnitude	from SkyMapper,0,0
ERROR_G_PETRO_SKYMAPPER,e_g_petro_SKYMAPPER,PHOT,Uncertainty in g band Petrosian magnitude from SkyMapper,0,0
R_PSF_SKYMAPPER,r_psf_SKYMAPPER,PHOT,Mean r-band PSF magnitude from SkyMapper,0,0
ERROR_R_PSF_SKYMAPPER,e_r_psf_SKYMAPPER,PHOT,Uncertainty in r band PSF magnitude from SkyMapper,0,0
R_PETRO_SKYMAPPER,r_petro_SKYMAPPER,PHOT,Mean r-band Petrosian magnitude	from SkyMapper,0,0
ERROR_R_PETRO_SKYMAPPER,e_r_petro_SKYMAPPER,PHOT,Uncertainty in r band Petrosian magnitude from SkyMapper,0,0
I_PSF_SKYMAPPER,i_psf_SKYMAPPER,PHOT,Mean i-band PSF magnitude from SkyMapper,0,0
ERROR_I_PSF_SKYMAPPER,e_i_psf_SKYMAPPER,PHOT,Uncertainty in i band PSF magnitude from SkyMapper,0,0
I_PETRO_SKYMAPPER,i_petro_SKYMAPPER,PHOT,Mean i-band Petrosian magnitude from SkyMapper,0,0
ERROR_I_PETRO_SKYMAPPER,e_i_petro_SKYMAPPER,PHOT,Uncertainty in i band Petrosian magnitude from SkyMapper,0,0
Z_PSF_SKYMAPPER,z_psf_SKYMAPPER,PHOT,Mean z-band PSF magnitude from SkyMapper,0,0
ERROR_Z_PSF_SKYMAPPER,e_z_psf_SKYMAPPER,PHOT,Uncertainty in z band PSF magnitude from SkyMapper,0,0
Z_PETRO_SKYMAPPER,z_petro_SKYMAPPER,PHOT,Mean z-band Petrosian magnitude from SkyMapper,0,0
ERROR_Z_PETRO_SKYMAPPER,e_z_petro_SKYMAPPER,PHOT,Uncertainty in z band Petrosian magnitude from SkyMapper,0,0
EBMV_SFD_SKYMAPPER,ebmv_sfd_SKYMAPPER,PHOT,E(B-V) from Schlegel+1998 extinction maps at the ICRS coordinates extracted from SkyMapper,0,0
PROX_SKYMAPPER,prox_SKYMAPPER,COORD,Distance to next-closest DR1 source (=60 if no sources within 15 arcsec) in SkyMapper,1,0
